question,answer,educationLevel,gender,hispanicOrLatino,incomeLevel,lgbtq,livingSituation,occupation,pet,politicalAffiliation,race,religion,school,state
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Slightly Conservative,White,Christianity,University at Buffalo SUNY,Wisconsin
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,White,Christianity,Purdue University,Indiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Moderate,White,Other,"University of California, Irvine",Pennsylvania
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Carnegie Mellon University,Michigan
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Christianity,Brown University,Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,Asian,Christianity,University of Miami,Oregon
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Lgbtqia+,Dorm Resident,Student,Yes. Both,Slightly Conservative,White,Christianity,George Washington University,California
What’s Your Most Used Social Media App?,Other,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Homeowner,Student,No Pets,Slightly Conservative,White,Not Religious,Cornell University,California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,Asian,Christianity,University of Hawai'i at Manoa,Colorado
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,"Yes, Cat",Very Conservative,Black or African American,Buddhism,Texas A&M University,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Northeastern University,Nevada
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,Black or African American,Christianity,University of Virginia,Virginia
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Duke University,Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,University of Kansas,Virginia
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,Asian,Islam,Temple University,Pennsylvania
What’s Your Most Used Social Media App?,Twitter,High School,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Moderate,Black or African American,Not Religious,University of New Mexico,Maryland
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Slightly Liberal,American Indian,Not Religious,Lehigh University,Arizona
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,"University of Massachusetts, Amherst",North Carolina
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,"University of Illinois, Chicago (UIC)",Florida
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Black or African American,Christianity,"Ohio State University, Columbus",North Carolina
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"University of Minnesota, Twin Cities",Massachusetts
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"$50,000 - $100,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,University of South Florida,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,White,Not Religious,University of Iowa,Tennessee
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,Brandeis University,Florida
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,American Indian,Not Religious,"Pennsylvania State University, University Park",New Jersey
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Slightly Conservative,White,Christianity,North Carolina State University,Pennsylvania
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,Black or African American,Christianity,Johns Hopkins University,Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Moderate,White,Christianity,Boston College,Georgia
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Asian,Christianity,"University of Illinois, Chicago (UIC)",New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"University of Minnesota, Twin Cities",Louisiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,White,Not Religious,University of Delaware,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Very Conservative,White,Christianity,University of Michigan,Arizona
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),No Pets,Moderate,White,Other,"University of Maryland, Baltimore County",Colorado
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Liberal,White,Not Religious,Vanderbilt University,Pennsylvania
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Slightly Liberal,Alaska Native,Christianity,University of Connecticut,Wisconsin
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,White,Christianity,University of South Florida,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,"University of Oklahoma, Norman",Colorado
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Slightly Conservative,Black or African American,Christianity,Northwestern University,North Carolina
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Temple University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Slightly Liberal,White,Christianity,University of Michigan,Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Conservative,White,Christianity,Emory University,Texas
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,White,Christianity,University of Delaware,Louisiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,Asian,Not Religious,University of South Florida,Florida
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Lgbtqia+,Homeowner,Employed (Full Time),"Yes,Dog",Moderate,White,Judaism,Wake Forest University,Georgia
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Employed (Full Time),No Pets,Slightly Liberal,Black or African American,Not Religious,"University of Washington, Seattle",New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,White,Christianity,Howard University,Ohio
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,Other,Not Religious,"University of Illinois, Chicago (UIC)",Texas
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Case Western Reserve University,Louisiana
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,Stanford University,Virginia
What’s Your Most Used Social Media App?,BeReal,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Very Liberal,Black or African American,Not Religious,University of Wisconsin-Madison,New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Brandeis University,California
What’s Your Most Used Social Media App?,LinkedIn,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),No Pets,Slightly Conservative,White,Christianity,University of Notre Dame,Texas
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),No Pets,Slightly Liberal,White,Not Religious,University of Illinois at Urbana-Champaign,Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,Yes. Both,Slightly Conservative,Black or African American,Buddhism,Boston University,Wisconsin
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Black or African American,Christianity,"Arizona State University, Tempe",Minnesota
What’s Your Most Used Social Media App?,BeReal,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Moderate,White,Not Religious,"University of Minnesota, Twin Cities",Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,White,Christianity,University of Hawai'i at Manoa,California
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,University of Pittsburgh,New York
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,White,Christianity,University at Albany SUNY,Louisiana
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Michigan,New York
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,Emory University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Dorm Resident,Student,No Pets,Very Liberal,White,Christianity,"Binghamton University, SUNY",Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Slightly Liberal,Black or African American,Not Religious,"University of California, Irvine",New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,White,Christianity,Indiana University Bloomington,Colorado
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),No Pets,Moderate,Black or African American,Christianity,Boston University,Ohio
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,Other,Christianity,Texas A&M University,California
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Christianity,College of William and Mary,Florida
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,White,Christianity,University of Hawai'i at Manoa,Florida
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Moderate,White,Christianity,University of Notre Dame,Oklahoma
What’s Your Most Used Social Media App?,Twitter,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Slightly Liberal,Black or African American,Christianity,University of Wisconsin-Madison,New York
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Slightly Conservative,White,Christianity,University of Texas at Austin,Florida
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,White,Christianity,"University of Washington, Seattle",Alabama
What’s Your Most Used Social Media App?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Not Religious,University of Utah,Nevada
What’s Your Most Used Social Media App?,Instagram,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"University of Minnesota, Twin Cities",Georgia
